ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF769K01GF6,148501,DR,OMF,9,25.65
INF769K01GB5,148502,GR,OMF,9,25.52
INF769K01GA7,148503,DP,OMF,9,25.53
INF769K01GC3,148503,DR,OMF,9,25.53
INF903JA1IZ3,148504,GR,OMF,9,21.52
INF903JA1JB2,148506,DP,OMF,9,15.60
INF903JA1JC0,148507,GR,OMF,9,23.27
INF903JA1JE6,148509,DP,OMF,9,16.89
INF109KC1N91,148514,DP,OMF,9,16.68
INF109KC1N83,148514,DR,OMF,9,16.68
INF109KC1O25,148515,DP,OMF,9,18.13
INF109KC1O17,148515,DR,OMF,9,18.13
INF109KC1O09,148516,GR,OMF,9,23.74
INF109KC1N75,148517,GR,OMF,9,22.14
INF204KB12W7,148518,GR,OMF,10.19,30.43
INF204KB15W0,148519,GR,OMF,10.19,31.54
INF204KB13W5,148520,DP,OMF,10.19,30.43
INF204KB14W3,148520,DR,OMF,10.19,30.43
INF204KB16W8,148521,DP,OMF,10.19,31.54
INF204KB17W6,148521,DR,OMF,10.19,31.54
INF769K01GK6,148529,GR,OMF,9,1372.34
INF769K01GH2,148530,GR,OMF,9,1355.86
INF00XX01861,148534,GR,OMF,9,13.81
INF00XX01838,148535,GR,OMF,9,13.41
INF209KB1T46,148537,GR,OMF,9,26.34
INF209KB1T53,148538,DP,OMF,9,20.45
INF209KB1T61,148538,DR,OMF,9,20.45
INF209KB1T79,148539,GR,OMF,9,28.36
INF209KB1T87,148540,DP,OMF,9,22.03
INF209KB1T95,148540,DR,OMF,9,22.03
INF200KA1R15,148543,GR,OMF,9,13.73
INF200KA1R64,148550,GR,OMF,9,13.87
INF754K01LV5,148555,GR,OMF,9,21.23
INF754K01LW3,148556,DP,OMF,9,21.23
INF754K01LX1,148556,DR,OMF,9,21.23
INF754K01LR3,148557,GR,OMF,9,20.60
INF754K01LS1,148558,DP,OMF,9,20.60
INF754K01LT9,148558,DR,OMF,9,20.60
INF966L01AB8,148560,GR,OMF,9,32.57
INF966L01AE2,148563,DP,OMF,9,35.28
INF966L01AG7,148563,DR,OMF,9,35.28
INF966L01AD4,148564,GR,OMF,9,35.33
INF174V01AF9,148566,DP,OMF,9,19.72
INF174V01AE2,148566,DR,OMF,9,19.72
INF174V01AG7,148567,GR,OMF,9,30.11
INF174V01AD4,148571,GR,OMF,9,27.33
INF769K01GM2,148573,DP,OMF,9,18.95
INF769K01GO8,148573,DR,OMF,9,18.95
INF769K01GQ3,148574,GR,OMF,9,19.34
INF769K01GN0,148576,GR,OMF,9,18.99
INF582M01HE0,148590,DP,OMF,9,17.48
INF582M01HD2,148590,DR,OMF,9,17.48
INF582M01HC4,148591,GR,OMF,9,18.22
INF582M01GY0,148592,GR,OMF,9,19.33
INF740KA1PM0,148594,GR,OMF,9,23.27
INF740KA1PP3,148595,GR,OMF,9,24.21
INF740KA1PQ1,148596,DP,OMF,9,19.99
INF740KA1PR9,148596,DR,OMF,9,19.99
INF740KA1PN8,148597,DP,OMF,9,17.71
INF740KA1PO6,148597,DR,OMF,9,17.71
INF109KC1O33,148598,GR,OMF,9,23.19
INF109KC1O58,148599,DP,OMF,9,14.83
INF109KC1O41,148599,DR,OMF,9,14.83
INF109KC1O66,148600,GR,OMF,9,23.98
INF174KA1FF0,148602,GR,OMF,9,17.61
INF174KA1FE3,148603,DP,OMF,9,17.61
INF174KA1FG8,148603,DR,OMF,9,17.61
INF174KA1FH6,148605,DP,OMF,9,19.13
INF174KA1FJ2,148605,DR,OMF,9,19.13
INF174KA1FI4,148606,GR,OMF,9,19.13
INF179KC1AP3,148608,DP,OMF,9,23.12
INF179KC1AQ1,148608,DR,OMF,9,23.12
INF179KC1AO6,148609,GR,OMF,9,26.67
INF179KC1AR9,148610,GR,OMF,9,24.83
INF179KC1AS7,148611,DP,OMF,9,21.29
INF179KC1AT5,148611,DR,OMF,9,21.29
INF205KA1239,148612,DP,OMF,9.28,11.49
INF205KA1254,148612,DR,OMF,9.28,11.49
INF205KA1247,148613,GR,OMF,9.28,11.49
INF205KA1270,148614,GR,OMF,9.28,12.09
INF205KA1262,148615,DP,OMF,9.28,12.09
INF205KA1288,148615,DR,OMF,9.28,12.09
INF789F1AUP3,148616,DP,OMF,9.28,24.59
INF789F1AUO6,148617,GR,OMF,9.28,24.59
INF789F1AUQ1,148618,GR,OMF,9.34,26.62
INF789F1AUR9,148619,DP,OMF,9.34,26.62
INF769K01GU5,148621,GR,OMF,9,22.08
INF769K01GT7,148622,DP,OMF,9,22.11
INF769K01GV3,148622,DR,OMF,9,22.11
INF769K01GX9,148623,GR,OMF,9,23.93
INF769K01GW1,148624,DP,OMF,9,23.83
INF769K01GY7,148624,DR,OMF,9,23.83
INF846K01Y05,148631,GR,OMF,9,18.35
INF846K01X89,148632,DP,OMF,9,17.82
INF846K01X97,148632,DR,OMF,9,17.82
INF846K01Y13,148633,DP,OMF,9,16.69
INF846K01Y21,148633,DR,OMF,9,16.69
INF846K01X71,148634,GR,OMF,9,19.58
INF209KB1U43,148635,GR,OMF,9,18.29
INF209KB1U50,148636,DP,OMF,9,15.95
INF209KB1U68,148636,DR,OMF,9,15.95
INF209KB1U76,148637,GR,OMF,9,19.66
INF204KB13X3,148641,GR,OMF,9,21.06
INF204KB16X6,148642,GR,OMF,9,21.56
INF204KB14X1,148643,DP,OMF,9,21.06
INF204KB15X8,148643,DR,OMF,9,21.06
INF204KB17X4,148644,DP,OMF,9,21.56
INF204KB18X2,148644,DR,OMF,9,21.56
INF174KA1FL8,148645,GR,OMF,9,11.66
INF174KA1FO2,148646,GR,OMF,9,12.21
INF174KA1FK0,148647,DP,OMF,9,11.66
INF174KA1FM6,148647,DR,OMF,9,11.66
INF109KC1P24,148651,GR,OMF,9,27.30
INF109KC1P40,148652,DP,OMF,9,19.87
INF109KC1P32,148652,DR,OMF,9,19.87
INF109KC1O90,148653,GR,OMF,9,25.71
INF109KC1P16,148654,DP,OMF,9,18.38
INF109KC1P08,148654,DR,OMF,9,18.38
INF0GCD01016,148655,GR,OMF,9,1309.49
INF0GCD01107,148656,GR,OMF,9,1342.75
INF663L01V72,148657,GR,OMF,9,15.27
INF663L01V49,148658,GR,OMF,9,16.67
INF663L01V80,148660,DP,OMF,9,11.57
INF663L01V98,148660,DR,OMF,9,11.57
INF174KA1FR5,148661,GR,OMF,11.21,22.48
INF174KA1FQ7,148662,GR,OMF,11.21,22.92
INF204KB13Y1,148663,GR,OMF,9,23.20
INF204KB17Y2,148664,DP,OMF,9,24.38
INF204KB18Y0,148664,DR,OMF,9,24.38
INF204KB14Y9,148665,DP,OMF,9,23.20
INF204KB15Y6,148665,DR,OMF,9,23.20
INF204KB16Y4,148666,GR,OMF,9,24.38
INF200KA1S55,148683,GR,OMF,9,21.27
INF200KA1S89,148684,DP,OMF,9,19.19
INF200KA1S97,148685,GR,OMF,9,20.33
INF200KA1T05,148686,DP,OMF,9,20.33
INF200KA1T21,148687,DP,OMF,9,14.38
INF200KA1T39,148688,GR,OMF,9,14.74
INF200KA1T70,148690,GR,OMF,9,16.09
INF200KA1S48,148691,DP,OMF,9,19.98
INF200KA1T54,148692,GR,OMF,9,15.61
INF200KA1T88,148693,DP,OMF,9,16.08
INF200KA1S63,148694,DP,OMF,9,21.26
INF200KA1S71,148695,GR,OMF,9,19.19
INF200KA1T13,148696,GR,OMF,9,14.38
INF200KA1T62,148697,DP,OMF,9,15.61
INF200KA1S30,148698,GR,OMF,9,19.97
INF846K01Y39,148699,GR,OMF,9,11.33
INF846K01Y47,148700,DP,OMF,9,11.33
INF846K01Y54,148700,DR,OMF,9,11.33
INF846K01Y62,148701,GR,OMF,9,10.73
INF846K01Y70,148702,DP,OMF,9,10.73
INF846K01Y88,148702,DR,OMF,9,10.73
INF789F1AUT5,148703,GR,OMF,10.91,21.28
INF789F1AUS7,148704,GR,OMF,10.84,20.77
INF194KB1AP5,148705,GR,OMF,9,13.31
INF194KB1BA5,148711,GR,OMF,9,13.65
INF204KB19Y8,148719,GR,OMF,9,18.93
INF204KB10Z4,148720,DP,OMF,9,18.93
INF204KB11Z2,148720,DR,OMF,9,18.93
INF204KB12Z0,148721,GR,OMF,9,19.47
INF204KB13Z8,148722,DP,OMF,9,19.47
INF204KB14Z6,148722,DR,OMF,9,19.47
INF204KB15Z3,148723,GR,OMF,9.26,24.67
INF204KB16Z1,148724,DP,OMF,9.26,24.67
INF204KB17Z9,148724,DR,OMF,9.26,24.67
INF204KB19Z5,148725,DP,OMF,9.2,25.34
INF204KC1014,148725,DR,OMF,9.2,25.34
INF204KB18Z7,148726,GR,OMF,9.2,25.34
INF174V01AJ1,148727,GR,OMF,9,13.13
INF174V01AM5,148729,GR,OMF,9,13.77
INF00XX01895,148732,GR,OMF,9.59,21.83
INF00XX01929,148733,GR,OMF,9.59,24.06
INF00XX01903,148734,DP,OMF,9.72,19.86
INF00XX01911,148734,DR,OMF,9.72,19.86
INF336L01PY4,148735,GR,OMF,9,11.79
INF336L01PZ1,148736,DP,OMF,9,11.79
INF336L01QA2,148736,DR,OMF,9,11.79
INF336L01PV0,148737,GR,OMF,9,12.15
INF174KA1FX3,148743,GR,OMF,10.18,19.62
INF174KA1FW5,148744,DP,OMF,9,19.62
INF174KA1FY1,148744,DR,OMF,9,19.62
INF174KA1GA9,148745,GR,OMF,10.25,20.12
INF174KA1FZ8,148746,DP,OMF,10.25,20.12
INF174KA1GB7,148746,DR,OMF,10.25,20.12
INF247L01AL2,148747,GR,OMF,9,19.96
INF247L01AM0,148748,GR,OMF,9,19.45
INF247L01AO6,148749,GR,OMF,9,17.28
INF247L01AN8,148750,GR,OMF,9,17.73
INF205KA1338,148751,GR,OMF,9,18.24
INF205KA1304,148753,GR,OMF,9,16.89
INF205KA1296,148754,DP,OMF,9,13.62
INF205KA1312,148754,DR,OMF,9,13.62
INF769K01HD9,148755,GR,OMF,9,13.43
INF769K01HA5,148757,GR,OMF,9,13.15
INF200KA1U02,148759,DP,OMF,10.26,21.68
INF200KA1U10,148759,DR,OMF,10.26,21.68
INF200KA1U28,148760,GR,OMF,10.19,22.48
INF200KA1U36,148761,DP,OMF,10.19,22.48
INF200KA1U44,148761,DR,OMF,10.19,22.48
INF200KA1T96,148762,GR,OMF,10.26,21.68
INF740KA1PS7,148768,GR,OMF,9,13.65
INF740KA1PV1,148771,GR,OMF,9,13.83
INF194KB1BL2,148786,GR,GMF,10,13.33
INF194KB1BP3,148789,GR,GMF,10,13.49
INF194KB1BS7,148790,GR,GMF,10,13.44
INF194KB1BV1,148792,GR,GMF,10,13.60
INF194KB1BT5,148793,DP,GMF,10,10.39
INF194KB1BU3,148793,DR,GMF,10,10.39
INF754K01MA7,148794,DP,OMF,9,13.42
INF754K01MB5,148794,DR,OMF,9,13.42
INF754K01MD1,148795,GR,OMF,9,13.54
INF754K01ME9,148796,DP,OMF,9,13.54
INF754K01MF6,148796,DR,OMF,9,13.54
INF754K01LZ6,148797,GR,OMF,9,13.42
INF209KB1W41,148805,GR,OMF,9.07,24.03
INF209KB1W58,148806,DP,OMF,9.07,24.02
INF209KB1W66,148806,DR,OMF,9.07,24.02
INF209KB1W74,148807,GR,OMF,9.07,24.76
INF209KB1W82,148809,DP,OMF,9,24.75
INF209KB1W90,148809,DR,OMF,9,24.75
INF209KB1V83,148811,GR,OMF,10.34,19.68
INF209KB1V91,148812,DP,OMF,10.4,19.68
INF209KB1W09,148812,DR,OMF,10.4,19.68
INF209KB1W25,148814,DP,OMF,9,20.26
INF209KB1W33,148814,DR,OMF,9,20.26
INF209KB1W17,148815,GR,OMF,10.4,20.27
INF109KC1P57,148821,GR,OMF,9,18.47
INF109KC1P81,148822,GR,OMF,9,18.87
INF109KC1Q07,148823,DP,OMF,9,18.87
INF109KC1P99,148823,DR,OMF,9,18.87
INF109KC1P73,148824,DP,OMF,9,18.47
INF109KC1P65,148824,DR,OMF,9,18.47
INF0GCD01198,148833,GR,GMF,10,1312.68
INF0GCD01255,148841,GR,GMF,10,1322.23
INF760K01JS2,148882,DP,OMF,9,19.36
INF760K01JR4,148882,DR,OMF,9,19.36
INF760K01JQ6,148883,GR,OMF,9,21.65
INF760K01JT0,148884,GR,OMF,9,20.11
INF760K01JV6,148885,DP,OMF,9,17.91
INF760K01JU8,148885,DR,OMF,9,17.91
INF179KC1BE5,148900,DP,OMF,9,19.53
INF179KC1BD7,148901,GR,OMF,9,19.53
INF179KC1BB1,148902,DP,OMF,9,20.64
INF179KC1BA3,148903,GR,OMF,9,20.64
INF00XX01952,148906,GR,OMF,9,1275.35
INF00XX01AE2,148913,GR,OMF,9,1326.26
INF209KB1Y23,148918,GR,OMF,9,19.63
INF209KB1Y31,148919,DP,OMF,9,17.37
INF209KB1Y56,148920,DP,OMF,9,18.54
INF209KB1Y49,148921,GR,OMF,9,20.96
INF966L01AI3,148922,DP,OMF,9,23.07
INF966L01AJ1,148922,DR,OMF,9,23.07
INF966L01AH5,148923,GR,OMF,9,23.04
INF966L01AL7,148924,DP,OMF,9,24.93
INF966L01AM5,148924,DR,OMF,9,24.93
INF966L01AK9,148925,GR,OMF,9,24.79
INF769K01HH0,148928,GR,OMF,12.65,35.21
INF769K01HG2,148929,GR,OMF,12.65,34.57
INF200KA1V76,148943,GR,OMF,10.05,18.63
INF200KA1V84,148944,DP,OMF,10.05,18.63
INF200KA1V92,148944,DR,OMF,10.05,18.63
INF200KA1W00,148945,GR,OMF,9.99,19.05
INF200KA1W18,148946,DP,OMF,10.05,19.05
INF200KA1W26,148946,DR,OMF,10.05,19.05
INF277K015Z8,148947,GR,OMF,9,20.25
INF277K018Z2,148948,GR,OMF,9,18.64
INF277K019Z0,148949,DR,OMF,9,18.64
INF277K016Z6,148951,DR,OMF,9,20.25
INF846K01Z53,148953,GR,OMF,10.26,15.66
INF846K01Z20,148954,GR,OMF,10.26,16.43
INF846K01Z38,148955,DP,OMF,10.19,16.43
INF846K01Z46,148955,DR,OMF,10.19,16.43
INF846K01Z61,148956,DP,OMF,10.19,15.67
INF846K01Z79,148956,DR,OMF,10.19,15.67
INF879O01175,148958,GR,OMF,9,15.75
INF879O01209,148959,GR,OMF,9,15.53
INF879O01191,148960,DP,OMF,9,10.85
INF879O01183,148960,DR,OMF,9,10.85
INF879O01167,148961,DP,OMF,9,11.10
INF879O01159,148961,DR,OMF,9,11.10
INF209KB1Z71,148962,GR,OMF,9,19.20
INF209KB1Z89,148963,DP,OMF,9,19.20
INF209KB1Z97,148963,DR,OMF,9,19.20
INF209KB1Z55,148964,DP,OMF,9,18.64
INF209KB1Z63,148964,DR,OMF,9,18.64
INF209KB1Z48,148965,GR,OMF,9,18.64
INF00XX01AO1,148971,DP,OMF,9,15.98
INF00XX01AP8,148971,DR,OMF,9,15.98
INF00XX01AQ6,148972,GR,OMF,9,18.62
INF00XX01AN3,148973,GR,OMF,9,16.97
INF174KA1GX1,148974,GR,OMF,9,16.68
INF174KA1HB5,148976,DP,OMF,9,16.92
INF174KA1HC3,148976,DR,OMF,9,16.92
INF174KA1HA7,148978,GR,OMF,9,16.92
INF174KA1GY9,148979,DP,OMF,9,16.68
INF174KA1GZ6,148979,DR,OMF,9,16.68
INF761K01FL3,148980,GR,OMF,9,17.64
INF761K01FO7,148982,GR,OMF,9,16.62
INF179KC1BK2,148984,DP,OMF,9,15.93
INF179KC1BL0,148984,DR,OMF,9,15.93
INF179KC1BH8,148985,DP,OMF,9,17.13
INF179KC1BI6,148985,DR,OMF,9,17.13
INF179KC1BG0,148986,GR,OMF,9,19.38
INF179KC1BJ4,148987,GR,OMF,9,18.15
INF109KC1Q98,148988,DP,OMF,9,16.31
INF109KC1R06,148988,DR,OMF,9,16.31
INF109KC1Q80,148989,GR,OMF,9,19.47
INF109KC1R14,148990,GR,OMF,9,20.53
INF109KC1R22,148991,DP,OMF,9,17.36
INF109KC1R30,148991,DR,OMF,9,17.36
INF846K011A2,148992,GR,OMF,9,15.94
INF846K01Z87,148993,GR,OMF,9,17.15
INF846K01Z95,148994,DP,OMF,9,17.14
INF846K010A4,148994,DR,OMF,9,17.14
INF846K012A0,148995,DP,OMF,9,15.94
INF846K013A8,148995,DR,OMF,9,15.94
INF277KA1091,149003,GR,OMF,9,13.22
INF277KA1026,149007,GR,OMF,9,13.49
INF205KA1429,149011,GR,OMF,9,1318.10
INF205KA1379,149012,GR,OMF,9,1268.74
INF663L01W06,149019,GR,OMF,9,16.71
INF663L01W30,149020,GR,OMF,9,15.49
INF00XX01AT0,149021,GR,OMF,9,12.65
INF00XX01BC4,149029,GR,OMF,9,13.28
INF663L01W14,149031,DP,OMF,9,14.38
INF663L01W22,149031,DR,OMF,9,14.38
INF663L01W48,149032,DP,OMF,9.14,13.78
INF663L01W55,149032,DR,OMF,9.14,13.78
INF959L01FP2,149039,GR,OMF,9,16.81
INF959L01FQ0,149040,GR,OMF,9,16.65
INF846K012B8,149048,GR,OMF,9,1339.42
INF846K014A6,149049,GR,OMF,9,1361.65
INF174KA1HD1,149056,GR,OMF,9,12.47
INF174KA1HE9,149058,DP,OMF,9,12.47
INF174KA1HF6,149058,DR,OMF,9,12.47
INF174KA1HG4,149059,GR,OMF,9,13.17
INF174KA1HH2,149060,DP,OMF,9,13.16
INF174KA1HI0,149060,DR,OMF,9,13.16
INF277KA1182,149067,DR,OMF,9,19.85
INF277KA1190,149068,GR,OMF,9,18.48
INF277KA1216,149069,DR,OMF,9,18.48
INF277KA1166,149071,GR,OMF,9,19.85
INF0GCD01313,149073,GR,OMF,9,1290.58
INF0GCD01370,149076,GR,OMF,9,1320.02
INF760K01JW4,149085,GR,OMF,9,19.53
INF760K01JY0,149086,DP,OMF,9,18.36
INF760K01JX2,149086,DR,OMF,9,18.36
INF760K01KB6,149087,DP,OMF,9,17.13
INF760K01KA8,149087,DR,OMF,9,17.13
INF760K01JZ7,149088,GR,OMF,9,18.22
INF204KC1097,149089,GR,OMF,9,16.42
INF789F1AUY5,149090,GR,OMF,9,15.53
INF789F1AVA3,149091,GR,OMF,9,16.61
INF789F1AUZ2,149092,DP,OMF,9,15.53
INF789F1AVB1,149093,DP,OMF,9,16.61
INF204KC1121,149094,GR,OMF,9,17.48
INF204KC1139,149095,DP,OMF,9,17.48
INF204KC1147,149095,DR,OMF,9,17.48
INF204KC1105,149096,DP,OMF,9,16.42
INF204KC1113,149096,DR,OMF,9,16.42
INF194KB1CD7,149097,DP,OMF,10.33,17.73
INF194KB1CF2,149098,GR,OMF,10.27,18.58
INF194KB1CC9,149100,GR,OMF,10.33,17.73
INF174V01AP8,149101,GR,OMF,9,16.30
INF174V01AR4,149102,DP,OMF,9,13.98
INF174V01AQ6,149102,DR,OMF,9,13.98
INF174V01AS2,149104,GR,OMF,9,17.68
INF179KC1BN6,149106,GR,OMF,9,18.35
INF179KC1BM8,149107,GR,OMF,9,18.78
INF769K01HN8,149112,GR,GMF,10,1326.60
INF769K01HM0,149113,DP,GMF,10,1324.41
INF769K01HO6,149113,DR,GMF,10,1324.41
INF769K01HK4,149115,GR,GMF,10,1305.56
INF582M01HO9,149116,GR,GMF,10,1273.08
INF582M01HG5,149117,GR,GMF,10,1313.84
INF200KA1Y40,149132,GR,OMF,9,16.03
INF200KA1Y57,149133,DP,OMF,9,16.03
INF200KA1Y65,149133,DR,OMF,9,16.03
INF200KA1Y73,149134,GR,OMF,9,16.73
INF200KA1Y81,149135,DP,OMF,9,16.73
INF200KA1Y99,149135,DR,OMF,9,16.73
INF955L01KH7,149140,GR,OMF,9,15.69
INF955L01KK1,149141,GR,OMF,9,16.72
INF109KC1R55,149157,GR,OMF,9,14.69
INF109KC1R89,149158,GR,OMF,9,14.99
INF109KC1R71,149159,DP,OMF,9,14.69
INF109KC1R63,149159,DR,OMF,9,14.69
INF109KC1S05,149160,DP,OMF,9,14.99
INF109KC1R97,149160,DR,OMF,9,14.99
INF846K014C2,149165,DP,OMF,9,16.12
INF846K015C9,149165,DR,OMF,9,16.12
INF846K010C0,149166,GR,OMF,9,20.39
INF846K013C4,149167,GR,OMF,9,19.17
INF846K011C8,149168,DP,OMF,9,17.14
INF846K012C6,149168,DR,OMF,9,17.14
INF769K01HR9,149170,GR,OMF,12.65,25.40
INF769K01HQ1,149171,GR,OMF,12.65,24.95
INF179KC1BO4,149180,GR,OMF,9,18.99
INF179KC1BP1,149181,GR,OMF,9,18.60
INF174KA1HS9,149182,GR,OMF,9,19.53
INF174KA1HT7,149183,DP,OMF,9,19.53
INF174KA1HU5,149183,DR,OMF,9,19.53
INF174KA1HV3,149185,GR,OMF,9,20.79
INF174KA1HW1,149187,DP,OMF,9,20.79
INF174KA1HX9,149187,DR,OMF,9,20.79
INF209KB16B1,149198,GR,OMF,9,12.78
INF209KB18B7,149199,GR,OMF,9,12.87
INF209KB19B5,149200,DP,OMF,9,12.87
INF209KB17B9,149201,DP,OMF,9,12.78
INF109KC1S13,149208,GR,OMF,9,12.83
INF109KC1S88,149210,GR,OMF,9,12.94
INF109KC1U27,149218,GR,OMF,12.54,19.21
INF109KC1U50,149219,GR,OMF,12.54,19.60
INF109KC1U35,149220,DP,OMF,12.61,19.21
INF109KC1U43,149220,DR,OMF,12.61,19.21
INF109KC1U68,149221,DP,OMF,12.61,19.60
INF109KC1U76,149221,DR,OMF,12.61,19.60
INF109KC1S62,149224,DP,OMF,9,12.83
INF109KC1S70,149224,DR,OMF,9,12.83
INF174V01AV6,149228,GR,OMF,9,10.62
INF174V01AY0,149230,GR,OMF,9,11.07
INF247L01AQ1,149240,GR,OMF,9,13.21
INF247L01AR9,149241,GR,OMF,9,13.17
INF846K010D8,149242,GR,OMF,9,12.58
INF846K017C5,149243,GR,OMF,9,12.65
INF754K01MT7,149247,GR,OMF,9,12.94
INF754K01MP5,149249,GR,OMF,9,12.84
INF754K01NB3,149250,GR,OMF,9,15.09
INF754K01NC1,149251,DP,OMF,9,14.88
INF754K01ND9,149251,DR,OMF,9,14.88
INF754K01MX9,149252,GR,OMF,9,14.59
INF754K01NJ6,149254,GR,OMF,9,14.85
INF754K01NF4,149256,GR,OMF,9,14.45
INF767K01QW4,149258,DP,OMF,9,12.33
INF767K01QX2,149258,DR,OMF,9,12.33
INF767K01QV6,149259,GR,OMF,9,13.60
INF767K01QY0,149261,GR,OMF,9,14.59
INF0J8L01016,149263,DP,OMF,9,13.51
INF0J8L01040,149264,GR,OMF,9,14.29
INF0J8L01024,149266,GR,OMF,9,13.51
INF00XX01BO9,149268,GR,OMF,9,16.20
INF00XX01BM3,149269,DP,OMF,9,14.87
INF00XX01BN1,149269,DR,OMF,9,14.87
INF00XX01BL5,149270,GR,OMF,9,14.87
INF109KC1U84,149281,GR,OMF,9.93,15.92
INF109KC1U92,149282,DP,OMF,9.93,15.92
INF109KC1V00,149282,DR,OMF,9.93,15.92
INF109KC1V18,149283,GR,OMF,9.99,16.34
INF109KC1V26,149284,DP,OMF,10.06,16.34
INF109KC1V34,149284,DR,OMF,10.06,16.34
INF179KC1BR7,149287,GR,OMF,10.12,15.95
INF179KC1BQ9,149288,GR,OMF,10.05,16.25
INF209KB19C3,149289,DP,OMF,10.73,18.56
INF209KB10D0,149289,DR,OMF,10.73,18.56
INF209KB15C1,149290,GR,OMF,10.73,18.26
INF209KB18C5,149291,GR,OMF,10.67,18.56
INF209KB16C9,149292,DP,OMF,9,18.26
INF209KB17C7,149292,DR,OMF,9,18.26
INF209KB13D4,149294,DP,OMF,9,13.54
INF209KB14D2,149295,GR,OMF,9,16.34
INF209KB12D6,149296,GR,OMF,9,15.48
INF209KB15D9,149297,DP,OMF,9,14.30
INF663L01W63,149298,GR,OMF,9,12.41
INF663L01W97,149299,GR,OMF,9,11.98
INF194KB1CJ4,149302,DP,OMF,9,15.84
INF194KB1CK2,149302,DR,OMF,9,15.84
INF194KB1CL0,149303,GR,OMF,9,18.16
INF194KB1CI6,149305,GR,OMF,9,17.03
INF579M01AG6,149316,DP,OMF,9,19.62
INF579M01AH4,149316,DR,OMF,9,19.62
INF579M01AF8,149317,GR,OMF,9.59,19.62
INF579M01AI2,149318,GR,OMF,9.66,20.68
INF00XX01BU6,149321,GR,OMF,9,17.65
INF00XX01BR2,149324,GR,OMF,9,16.24
INF204KC1287,149325,DP,OMF,12.76,19.51
INF204KC1295,149325,DR,OMF,12.76,19.51
INF204KC1311,149327,DP,OMF,12.83,20.73
INF204KC1329,149327,DR,OMF,12.83,20.73
INF204KC1279,149328,GR,OMF,12.76,19.51
INF204KC1303,149329,GR,OMF,12.76,20.73
INF109KC1V91,149331,GR,OMF,9,15.94
INF109KC1V75,149332,DP,OMF,9,15.62
INF109KC1V83,149332,DR,OMF,9,15.62
INF109KC1V67,149334,GR,OMF,9,15.62
INF966L01AN3,149335,GR,OMF,9.2,20.73
INF966L01AR4,149336,DP,OMF,9.13,19.45
INF966L01AS2,149336,DR,OMF,9.13,19.45
INF966L01AQ6,149337,GR,OMF,9.26,19.34
INF966L01AO1,149338,DP,OMF,9,19.69
INF966L01AP8,149338,DR,OMF,9,19.69
INF754K01NS7,149339,DP,OMF,9,17.26
INF754K01NT5,149339,DR,OMF,9,17.26
INF754K01NN8,149341,GR,OMF,9,16.80
INF754K01NO6,149342,DP,OMF,9,16.80
INF754K01NP3,149342,DR,OMF,9,16.80
INF754K01NR9,149343,GR,OMF,9,17.26
INF277KA1299,149351,GR,OMF,9,12.73
INF277KA1331,149352,DR,OMF,9,12.73
INF277KA1265,149356,DR,OMF,9,13.04
INF277KA1356,149359,DR,OMF,9,12.73
INF277KA1224,149361,GR,OMF,9,13.04
INF179KC1BW7,149365,DP,OMF,9,17.80
INF179KC1BX5,149365,DR,OMF,9,17.80
INF179KC1BV9,149366,GR,OMF,9,18.79
INF179KC1BT3,149367,DP,OMF,9,18.82
INF179KC1BU1,149367,DR,OMF,9,18.82
INF179KC1BS5,149368,GR,OMF,9,19.74
INF846K016D5,149371,GR,OMF,9,15.30
INF846K017D3,149372,DP,OMF,9,15.30
INF846K018D1,149372,DR,OMF,9,15.30
INF846K013D2,149373,GR,OMF,9,15.48
INF846K014D0,149374,DP,OMF,9,15.48
INF846K015D7,149374,DR,OMF,9,15.48
INF769K01HT5,149380,GR,OMF,12.93,12.73
INF769K01HU3,149381,GR,OMF,12.93,12.98
INF846K016E3,149382,GR,OMF,9,17.83
INF846K013E0,149383,GR,OMF,9,18.80
INF846K014E8,149384,DP,OMF,9,18.79
INF846K015E5,149384,DR,OMF,9,18.79
INF846K017E1,149387,DP,OMF,9,17.83
INF846K018E9,149387,DR,OMF,9,17.83
INF109KC1W33,149388,DP,OMF,9,19.02
INF109KC1W41,149388,DR,OMF,9,19.02
INF109KC1W58,149389,GR,OMF,9.07,19.57
INF109KC1W25,149390,GR,OMF,9,19.02
INF109KC1W66,149391,DP,OMF,9.07,19.57
INF109KC1W74,149391,DR,OMF,9.07,19.57
INF754K01NV1,149399,GR,OMF,9,13.06
INF754K01NY5,149401,GR,OMF,9,13.06
INF174V01BB6,149404,GR,OMF,9,14.57
INF174V01BC4,149405,DP,OMF,9,12.32
INF174V01BD2,149405,DR,OMF,9,12.32
INF174V01BE0,149406,GR,OMF,9,15.67
INF109KC16H8,149408,DP,GMF,10,1271.11
INF109KC17H6,149409,DP,GMF,10,1000.00
INF109KC15H0,149410,DP,GMF,10,1271.13
INF109KC18H4,149411,DP,GMF,10,1000.00
INF109KC1X81,149439,GR,OMF,9,16.51
INF109KC1X99,149440,DP,OMF,9,16.51
INF109KC1Y07,149440,DR,OMF,9,16.51
INF109KC1Y15,149441,GR,OMF,9,16.80
INF109KC1Y23,149442,DP,OMF,9,16.81
INF109KC1Y31,149442,DR,OMF,9,16.81
INF959L01FR8,149447,GR,OMF,10.12,16.37
